collaboration,31
kanban,31
contribute,31
stream,31
handling,31
meetings,31
programming language,31
issues and drive,31
sound business,31
sound business decisions,31
creation,30
recommendations,30
experience of developing,30
red,30
architect,30
roadmap,30
methodology,30
agile project management,30
apache,30
complex projects,30
experience of building,30
health,30
5%experience,30
detailed knowledge,30
tests,30
domain expertise,30
familiarity,30
experience of providing,29
advanced,29
intelligence,29
law,29
net,29
involved,29
ci,29
performing,29
timely,29
apply,29
gds service,29
service delivery,29
stakeholder management,29
party,29
outcomes,29
structured,29
designers,29
encryption,29
node.js,29
experience of writing,29
in-house,29
scalable,29
management qualification,29
operating systems,29
non-relational database,29
relational and non-relational,29
interviewees,29
delivery environments,29
project delivery environments,29
environments with targets,29
access to interviewees,29
inform sound business,29
nhs,28
contributing,28
senior management,28
installation,28
sensitive,28
successfully delivering,28
innovation,28
field,28
enforcement,28
improve,28
vision,28
government digital service,28
built,28
multiple priorities,28
management tools,28
central government,28
agile methodologies,28
learn new,28
ict,28
programme and project,28
service’s,28
digital service’s,28
service’s design,28
digital service’s design,28
service’s design principles,28
interaction,28
server-side,28
server-side web,28
centric,28
complexities,28
kiah_rose.sheppard@justice.gsi.gov.uk,28
submit,28
experience of successfully,27
collaborating,27
law enforcement,27
dynamic,27
hosting,27
development environment,27
experience balancing,27
priorities and dealing,27
networking,27
transfer,27
relationship,27
servicesexperience,27
digital service standard,27
stream mapping,27
transactional,27
os,27
translate,27
delivery management,27
artifactory,27
pragmatic,27
efficient,27
accessible,27
developing and improving,27
authentication,27
source technology,27
rapidly,27
apm,27
project management qualification,27
cost,26
limited,26
windows server,26
progress,26
underpin,26
project planning,26
bi,26
nexus,26
hat,26
red hat,26
docker,26
opportunities,26
jira,26
gov.uk,26
procurement,26
national,26
mission,26
analyse,26
experienceexperience,26
identifying,26
storage,26
government digital service’s,26
cyber,26
mapping developing,26
record in mapping,26
programme management,26
java programming,26
sets,26
hp,26
cv to kiah_rose.sheppard@justice.gsi.gov.uk,26
dynamics,25
c#,25
certified,25
specific,25
roadmaps,25
gathering,25
hands,25
prototyping,25
achieve,25
behaviour,25
written communication,25
context,25
lifecycle,25
ceremonies,25
systemsexperience,25
mission critical,25
functions,25
helping,25
review,25
communicate technical concepts,25
improving end-to-end,25
familiar,25
focus,25
hosted/virtualised,25
environments;,25
cloud hosted/virtualised,25
hosted/virtualised environments;,25
environments; aws,25
technology within cloud,25
cloud hosted/virtualised environments;,25
hosted/virtualised environments; aws,25
prince,25
practical,24
impact,24
api,24
stakeholder engagement,24
workflow,24
flow,24
sharepoint,24
dashboards,24
identification,24
assessment,24
advice,24
functional,24
structure,24
agile team,24
ux,24
product management,24
modern,24
experience of defining,24
preferably,24
dba,24
verbal communication,24
process mapping,24
multidisciplinary team,24
executing,24
responsive,24
complex technical,24
experience designing,24
motivational,24
business architecture,24
motivational modelling,24
modelling value stream,24
mapping and capability,24
data sets,24
libraries,24
experience of front-end,24
administration and configuration,24
web services,24
standardsexperience,23
awareness,23
risk management,23
undertaking,23
prototypes,23
terraform,23
unit,23
digital solutions,23
collaboratively,23
front,23
evaluating,23
data migration,23
managers,23
credible,23
meeting,23
senior level,23
comfortable,23
feedback,23
web development,23
improvements,23
mobile,23
english,23
experience delivering,23
style,23
experience in developing,23
ambiguity,23
explain,23
elk,23
workshops,23
recovery,23
business requirements,23
experience of agile,23
understanding and experience,23
qualification e.g,23
research and learn,23
psychology,23
develop domain,23
develop domain expertise,23
discovery,22
mysql,22
activity,22
ms office,22
sharing knowledge,22
military,22
stack,22
learning,22
insight,22
experience of stakeholder,22
document,22
science,22
data analysis,22
environment.experience,22
practitioner,22
map,22
jenkins git,22
tool,22
data models,22
successful delivery,22
prior,22
providing support,22
guidance,22
patterns,22
requirement,22
product and delivery,22
technologies:,22
resolution provide direction,22
tfs,22
common business,22
business centric,22
enterprise modelling,22
experience using common,22
common business centric,22
experience using enterprise,22
pragmatically,22
quickly research,22
new programming,22
programming tools,22
learn new programming,22
new programming tools,22
know-how,22
scores,22
integrated,21
information security,21
security policy,21
plan,21
aspects,21
driving,21
spring,21
ec2,21
designs,21
personal,21
documenting,21
knowledge and understanding,21
experience in delivering,21
prioritising,21
demonstrating,21
centred,21
play,21
expectations,21
delivering projects,21
substantial,21
potential,21
goals,21
authority,21
daily,21
online,21
web based,21
routing,21
internal and external,21
unnecessary,21
passport,21
ruby python,21
passport office,21
experience of data,21
optimised,21
experience building,21
content design,21
understanding of agile,21
verbal and written,21
mapping techniques,21
web application,21
mac,21
apex,21
protection,20
usability testing,20
rds,20
emerging,20
amazon,20
sensitive information,20
20%experience,20
identity,20
local,20
assuring,20
optimise,20
depth knowledge,20
balancing multiple,20
ability to influence,20
user researchers,20
agile teams,20
computer,20
resources,20
compliance,20
load,20
shell,20
certification,20
individual,20
co-ordination,20
technical projects,20
team foundation,20
tooling,20
agreed,20
deploy,20
agile software,20
volume,20
actively,20
prior experience,20
contextual,20
transformation programme,20
unix-like,20
weighing,20
unix-like operating,20
mac os,20
pragmatically weighing,20
complexities involved,20
management skillsexperience,20
maintaining public,20
public http,20
unix-like operating systems,20
weighing the complexities,20
configuration management skillsexperience,20
designing and maintaining,20
maintaining public http,20
enterprise linux,20
excellent interpersonal,20
continual,19
migrating,19
centre,19
report,19
underpin project,19
underpin project planning,19
planning and control,19
design and implementation,19
warehouse,19
kubernetes,19
analyst,19
life,19
google,19
quantitative,19
beneficial,19
user centred,19
planning process,19
experience balancing multiple,19
user-centred design,19
informed,19
data analytics,19
technical and non-technical,19
establishing,19
agile environments,19
excel,19
pipeline,19
dns,19
directory,19
penetration,19
varying,19
components,19
engage,19
apisexperience,19
conducting user,19
picture,19
user experience,19
centric process,19
architecture concepts,19
concepts including,19
business centric process,19
centric process mapping,19
business architecture concepts,19
architecture concepts including,19
linux and/or,19
and/or mac,19
linux and/or mac,19
recognised project,19
e.g apm,19
recognised project management,19
expert knowledge,19
scope,19
technical design,19
candidate cv,19
template,19
experience in government,19
definition,18
budget,18
audit,18
protective,18
and/or sensitive,18
coherent,18
sector client,18
successfully and collaboratively,18
collaboratively working coaching,18
coaching and sharing,18
knowledge with public,18
public sector client,18
power,18
criteria,18
assessing,18
large-scale,18
incident,18
qualitative,18
centred design,18
agile development environment,18
follow,18
digital products,18
solid,18
mvc,18
agile ceremonies,18
implement,18
prince2,18
single,18
home,18
event,18
software delivery,18
barriers,18
line with gds,18
elements,18
active directory,18
penetration testing,18
physical,18
disaster,18
knowledge transfer,18
tools e.g,18
scripts,18
etl,18
kafka,18
types,18
creative,18
business change,18
strong understanding,18
responsive web,18
experience developing,18
java programming language,18
modelling tools,18
process mapping techniques,18
enterprise modelling tools,18
dealing with ambiguity,18
securing,18
alm,18
train,18
lead”,18
develop efficient,18
efficient highly,18
highly optimised,18
projects providing,18
develop efficient highly,18
efficient highly optimised,18
and/or mac os,18
lead” on complex,18
complex projects providing,18
projects providing support,18
support for product,18
management and pragmatically,18
anthropology,18
debugging,18
cross-disciplinary,18
management qualification e.g,18
mixed,18
11g,18
selenium,18
shared,17
provision,17
actionable,17
decision,17
iam,17
roles,17
cycle,17
collect,17
manage personal,17
personal and/or,17
protective monitoring,17
manage personal and/or,17
personal and/or sensitive,17
and/or sensitive information,17
demonstrated,17
utilise,17
customer service,17
robust,17
communicating technical,17
backlog,17
complexity,17
kerberos,17
accurate,17
departmental,17
technical knowledge,17
department,17
gap,17
embedding,17
relationship management,17
expertise and experience,17
fast,17
structures,17
domain driven,17
driven design,17
domain driven design,17
metrics,17
technical solutions,17
service manual,17
business intelligence,17
depth experience,17
architectural,17
diverse,17
carrying,17
scoping,17
disparate,17
data quality,17
detailed understanding,17
remote,17
test automation,17
management experience,17
products and services,17
reviews,17
tasks,17
qualifications,17
processing,17
tight,17
php,17
perform,17
accreditation,17
interacting,17
interaction design,17
administering,17
preferredevidence,17
aws preferredevidence,17
environments; aws preferredevidence,17
language to java,17
serviceexperience,17
finance,17
matrix,17
scrum kanban,17
non-line,17
high-traffic,17
git version,17
non-line management,17
knowledge of unix-like,17
git version control,17
train other developers,17
developers in non-line,17
product team,17
providers,17
10g,17
communication and co-ordination,17
culture of continuous,17
submit candidate,17
data protection,16
iterative,16
unix,16
hands-on,16
experience of implementing,16
interactive,16
serviceshave,16
data warehouse,16
implementations,16
crm,16
direct,16
service standards,16
mutually,16
influence external,16
external partners,16
secure mutually,16
mutually beneficial,16
user centred design,16
capacity and capability,16
influence external partners,16
stakeholders and customers,16
customers to secure,16
secure mutually beneficial,16
non-functional,16
experience leading,16
scale enterprise,16
uk government,16
acting,16
understanding expertise,16
artefacts,16
resolve,16
prototype,16
development teams,16
express,16
5%)experience,16
agile projects,16
hmg,16
perl,16
critical services,16
services in line,16
cleansing,16
dependency,16
excellent communication,16
deadlines,16
users and stakeholders,16
bigger,16
bigger picture,16
government transformation,16
project environment,16
drop,16
communicate complex,16
communicate complex technical,16
end-to-end processes,16
including motivational,16
improving end-to-end processes,16
concepts including motivational,16
including motivational modelling,16
teamworking,16
testing and contextual,16
facing,16
helping colleagues,16
colleagues optimise,16
scaling high-traffic,16
mentoring or helping,16
helping colleagues optimise,16
hci,16
defect,16
office suite,16
basic,16
5.x,16
secure defence,16
multi-server,16
complex multi-server,16
application deployment,16
submit candidate cv,16
basis.have,16
environment.effective,16
execution.be,16
communication.have,16
weekly basis.have,16
environment.effective workshop,16
oral communication.have,16
communication.have ability,16
basis.have the people,16
environment.effective workshop set,16
facilitation and execution.be,16
oral communication.have ability,16
programme scores,16
transformation programme scores,16
regulatory,15
cissp,15
development experience,15
experience including,15
established,15
traditional,15
application development,15
successfully delivering digital,15
delivering digital solutions,15
schedules,15
client teams,15
limited agile,15
sector client teams,15
limited agile development,15
form,15
care,15
owners,15
business process,15
product owners,15
agile and waterfall,15
teamsexperience,15
research findings,15
digital service standards,15
design practices,15
process prioritising,15
planning process prioritising,15
balancing multiple priorities,15
individuals,15
skillsability,15
mi,15
negotiating,15
recommendation,15
tools:,15
operations data,15
data organisational,15
operations data organisational,15
articulating,15
digital delivery,15
elicit,15
operate,15
social,15
cross,15
transitioning,15
complex organisations,15
agile and lean,15
projectsexperience,15
enabling,15
range of stakeholders,15
home office,15
3rd,15
3rd party,15
change management,15
barriers to service,15
sdk,15
csoc,15
designing platforms,15
platforms for mission,15
mission critical services,15
nexus artifactory,15
digital and technology,15
operating model,15
jsp,15
compare,15
experience of successful,15
queries,15
varying levels,15
monitoring solutions,15
ongoing,15
basis,15
interfaces,15
confidently,15
bring,15
business issues,15
experience of testing,15
10%)have,15
alternative,15
5%)have,15
teamexperience,15
assure,15
complex technical concepts,15
communicating technical concepts,15
browser,15
project manager,15
disaster recovery,15
“tech,15
actexperience,15
building server-side,15
testing application,15
application code,15
“tech lead”,15
javascript libraries,15
building server-side web,15
experience with range,15
range of approaches,15
approaches to testing,15
testing application code,15
code and systems,15
systems for behaviour,15
handling large data,15
sets and scaling,15
scaling their handling,15
enquiry,15
research methodologies,15
contextual enquiry,15
understanding and demonstrable,15
experience of creating,15
building digital,15
project support,15
foundation level,15
ms office suite,15
project and project,15
qualification e.g apm,15
apm or msp,15
back-end,15
udp,15
organizational,15
concept,15
regression,15
vrealize,15
oracle apex,15
management methods,15
input,15
quickly.have,15
approach.have,15
problems.have,15
expertise quickly.have,15
quickly.have excellent,15
positive approach.have,15
approach.have ability,15
business problems.have,15
problems.have ability,15
domain expertise quickly.have,15
expertise quickly.have excellent,15
quickly.have excellent interpersonal,15
positive approach.have ability,15
complex business problems.have,15
business problems.have ability,15
government transformation programme,15
security controls,14
sessions,14
paper,14
ad,14
ec2 rds,14
soap,14
valid,14
solutions that collect,14
collect and manage,14
experience of planning,14
rules,14
asp.net,14
story,14
user story,14
accredited,14
cloud technologies,14
evolving,14
incorporating,14
experience planning,14
regard,14
stakeholders including,14
master,14
confluence,14
enable informed,14
waterfall and agile,14
manner,14
implications,14
management community,14
driven development,14
ui,14
function,14
capable,14
environmentsevidence,14
cloud hosting,14
sourcing,14
environment including,14
confident,14
unnecessary barriers,14
governmentexperience,14
nginx,14
majesty’s,14
systemsdeploying,14
majesty’s passport,14
office systemsdeploying,14
systemsdeploying kubernetes,14
experience in linux,14
majesty’s passport office,14
passport office systemsdeploying,14
office systemsdeploying kubernetes,14
visualisation,14
perspective,14
management processes,14
data cleansing,14
sprint,14
guide,14
containerisation,14
issue,14
compelling,14
exploratory,14
languageexperience,14
presentation,14
xml,14
scala,14
formats,14
exposing,14
authorisation,14
multi-disciplinary teams,14
response,14
schedule,14
detailed technical,14
passion,14
loadbalancing,14
cyber security,14
manage multiple,14
in-house development,14
external systems,14
ceremonies communicating,14
transfer to in-house,14
integrating with external,14
agile ceremonies communicating,14
ceremonies communicating technical,14
developing web,14
certificate,14
hp alm,14
codeunderstanding,14
teamworking knowledge,14
produce data,14
projects within teamworking,14
libraries to produce,14
qualitative:,14
quantitative:,14
hci psychology,14
design research,14
enquiry quantitative:,14
experience of research,14
contextual enquiry quantitative:,14
visual design,14
design software,14
software content,14
design software content,14
content and product,14
test plans,14
project/enterprise,14
moss/sharepoint,14
coherant,14
styles,14
ms project/enterprise,14
project/enterprise project,14
suite including,14
including moss/sharepoint,14
moss/sharepoint office,14
support staff,14
maintain coherant,14
ms project/enterprise project,14
project/enterprise project manager,14
manager to underpin,14
office suite including,14
suite including moss/sharepoint,14
including moss/sharepoint office,14
project support staff,14
staff to maintain,14
15%experience,14
resilient,14
network protocols,14
hardware,14
agile scrum,14
scrum team,14
teamcity,14
execution of tests,14
adding,13
record of delivering,13
assess,13
protection.have,13
pki,13
ssl/tls,13
protection.have demonstrable,13
successfully design,13
controls and protection.have,13
skills;,13
demanding,13
process modelling,13
reduce,13
demonstrate experience,13
tls,13
hmpo,13
understanding of security,13
credible at senior,13
diploma,13
updating,13
mix,13
undertaking options,13
options identification,13
identification analysis,13
analysis evaluation,13
informed strategic,13
experience of undertaking,13
undertaking options identification,13
options identification analysis,13
identification analysis evaluation,13
evaluation and recommendation,13
recommendation to enable,13
enable informed strategic,13
strategic and delivery,13
paced,13
fast paced,13
experience of analysing,13
owner,13
product owner,13
subject,13
lean ux,13
audienceexperience,13
non-technical audienceexperience,13
stand-ups,13
daily stand-ups,13
managementexperience,13
continual delivery,13
align,13
pci,13
outputs,13
microservices,13
independently,13
scripting languages,13
exposure,13
product manager,13
design manual,13
service design manual,13
understanding user,13
agile methods,13
website,13
complex programmes,13
suites,13
engineer,13
websites,13
test suites,13
experience using agile,13
survey,13
assisted,13
acceptance testing,13
multiple stakeholders,13
development techniques,13
concise,13
strong negotiation,13
private sector,13
elasticsearch,13
including:,13
timescales,13
git nexus,13
integration for developing,13
developing applications jenkins,13
jenkins git nexus,13
git nexus artifactory,13
artifactory or alternative,13
oral communication,13
defined,13
specialists,13
technically,13
feasibility,13
network security,13
design concepts,13
building scalable,13
scalable server-side,13
volume web,13
exposing apis,13
integration environment,13
implementing monitoring,13
developed services,13
driven design concepts,13
building scalable server-side,13
scalable server-side web,13
scaling high volume,13
continuous integration environment,13
environment with tools,13
implementing monitoring solutions,13
solutions for developed,13
agile software delivery,13
discipline,13
capability modelling,13
iterate,13
message,13
combined,13
testing experience,13
building and scaling,13
research or similar,13
design interaction,13
visual design interaction,13
design interaction design,13
design and service,13
portoflio,13
performing reporting,13
governance activities,13
coherant portoflio,13
portoflio governance,13
commercial staff,13
management environment,13
experience of performing,13
reporting and governance,13
activities across portfolio,13
maintain coherant portoflio,13
coherant portoflio governance,13
governance and reporting,13
finance and commercial,13
matrix and collaborative,13
collaborative working styles,13
programme management environment,13
building restful,13
understanding of networks,13
tcp,13
tcp udp,13
detail-oriented,13
manage multiple priorities,13
salt,13
protocols tcp/ip,13
network protocols tcp/ip,13
projects programmes,13
hat enterprise,13
integration testing,13
maintain test,13
test reports,13
red hat enterprise,13
hat enterprise linux,13
windows and linux,13
chef,13
private and public,13
delivery and improvement,13
users’,13
collaborating closely,13
debugging complex,13
closely with colleagues,13
debugging complex multi-server,13
team scores,13
iso,12
practical experience,12
insights,12
vendor,12
sc,12
execute,12
machine,12
microsoft sql,12
delivered,12
international,12
studio,12
life cycle,12
in-depth knowledge,12
microsoft dynamics,12
local government,12
focused,12
quality assuring,12
organisational processes,12
broad range,12
communicate effectively,12
experience managing,12
writing user,12
partners stakeholders,12
delivering accurate,12
accurate reporting,12
external partners stakeholders,12
articulate and credible,12
delivering accurate reporting,12
play with regard,12
range of internal,12
corporate,12
spatial,12
ba,12
ba role,12
facilitating collaboration,12
collaboration influencing,12
influencing communicating,12
organisational structure,12
facilitating collaboration influencing,12
collaboration influencing communicating,12
communicating and negotiating,12
conceptual,12
team to deliver,12
view,12
alpha,12
toad,12
toolset,12
oracle database,12
user requirements,12
in-depth experience,12
environments continual,12
delivery techniques,12
agile environments continual,12
environments continual delivery,12
continual delivery techniques,12
resource,12
ia,12
enabled,12
architects,12
managing complex,12
director,12
cli,12
advanced/expert,12
shell/bash,12
networking:,12
balancing:,12
transit,12
databases:,12
ci/cd,12
administration:,12
production experience,12
linux aws,12
aws sdk,12
sdk aws,12
aws cli,12
encryption tcp/ip,12
load balancing:,12
dns management,12
csoc protective,12
managing databases:,12
databases: postgres,12
project ci/cd,12
ci/cd administration:,12
administration: jenkins,12
similar system,12
gds standardsexperience,12
sdk aws cli,12
experience in networking:,12
security and encryption,12
encryption in transit,12
csoc protective monitoring,12
experience in managing,12
managing databases: postgres,12
project ci/cd administration:,12
ci/cd administration: jenkins,12
artifactory or similar,12
history,12
streams,12
logic,12
market,12
involving,12
pl/sql,12
fit,12
community of practice,12
experience.have,12
default,12
digital by default,12
formal,12
external suppliers,12
including agile,12
remediation,12
effectiveness,12
audiences,12
multiple suppliers,12
system integration,12
multi-supplier,12
recommendations based,12
conducting user research,12
r2,12
chain,12
virtualised,12
translate business,12
transactional services,12
capture,12
linux servers,12
digital projects,12
relating,12
iss,12
technically complex,12
technical architecture,12
technical feasibility,12
sme,12
providing technical,12
managing project,12
experience in domain,12
in-flight,12
weekly basis,12
factors,12
discussions,12
alignment,12
service transformation,12
agile tools,12
management information,12
changing priorities,12
services;,12
building accessible,12
html and css,12
applications.experience,12
government digital services,12
xknowledge,12
systemability,12
codeknowledge,12
systemssystem,12
storageexperience,12
front-end web,12
os xknowledge,12
control systemability,12
actexperience mentoring,12
database systemssystem,12
systemssystem administration,12
http apisexperience,12
front-end web development,12
mac os xknowledge,12
version control systemability,12
systemability to quickly,12
optimise their codeknowledge,12
codeknowledge of relational,12
non-relational database systemssystem,12
database systemssystem administration,12
handling and storageexperience,12
public http apisexperience,12
apisexperience of handling,12
field combined,12
gain,12
intrinsic,12
design content,12
cross-disciplinary teams,12
design thinking,12
interaction design content,12
design content design,12
effectively with cross-disciplinary,12
thinking is intrinsic,12
planning and building,12
15%at,12
control 15%at,12
reporting 10%experience,12
agile matrix,12
management systems,12
understandable,12
cloud paas,12
javascript html,12
node.js and python,12
beta,12
user-centred agile,12
leading mixed,12
mixed teams,12
leading mixed teams,12
teams of designers,12
trends,12
human,12
virtualisation,12
ci development,12
uft,12
oracle 10g,12
vrealize automation,12
suites execution,12
years’ recent experience,12
10g and 11g,12
maintain test suites,12
test suites execution,12
tests and defect,12
project management methods,12
recommending,12
feasibility.have,12
technical feasibility.have,12
feasibility.have know-how,12
technical feasibility.have know-how,12
cloudformation,12
suitable,11
vulnerabilities,11
information management,11
financial management,11
script,11
results,11
experience of sql,11
assisting,11
successful experience,11
experiencehave,11
hands-on experience,11
warehousing,11
power bi,11
develop interactive,11
interactive reports,11
bi to develop,11
develop interactive reports,11
reports and dashboards,11
versions,11
toolkit,11
oriented,11
deployments,11
experience of user,11
centos,11
constraints,11
previously,11
underlying,11
productsproven,11
removing,11
phase,11
consistently,11
bringing,11
web service,11
collaborative dynamic,11
dynamic planning,11
collaborative dynamic planning,11
dynamic planning process,11
cisco,11
permanent,11
diploma in business,11
data flow,11
deliverables,11
fast-paced,11
requirements engineering,11
success in facilitating,11
business operations,11
influencing senior,11
strategic level,11
assist,11
refine,11
based on user,11
ownership,11
influence senior,11
influence senior management,11
experience of integrating,11
spend,11
policing,11
management;,11
solutionsexperience,11
design and delivery,11
liaising,11
experience in designing,11
multi-vendor,11
managed,11
challenges,11
event sourcing,11
sectors,11
js,11
10%)experience,11
remove,11
move,11
profiles,11
information assurance,11
multi,11
compliant,11
government organisations,11
fluent,11
html css,11
vulnerability,11
provider,11
competencies,11
oversight,11
frequent,11
respond,11
link,11
data science,11
ability to manage,11
yrs,11
dv,11
data solutions,11
test driven,11
search,11
translating,11
new to user,11
foundation server,11
team foundation server,11
critical thinking,11
status,11
content management,11
reviewing,11
prioritise,11
flows,11
matrix-managing,11
demonstrable ability,11
sme within project,11
gitexperience,11
consultancy,11
scaled,11
effective workshop,11
effective workshop set,11
project management community,11
select,11
healthcare,11
exchange,11
3.x,11
architecting,11
government security,11
capacityact,11
visualisationsexperience,11
management capacityact,11
data visualisationsexperience,11
non-line management capacityact,11
produce data visualisationsexperience,11
visualisationsexperience of designing,11
handling and storage,11
degrees,11
psychology anthropology,11
independent,11
interpret,11
comprehensive,11
experience of software,11
agile/scrum,11
20%at,11
8demonstrable,11
webservicesevidence,11
systems;,11
no-sql,11
storesevidence,11
scaleevidence,11
wizardevidence,11
serverless,11
applicationsevidence,11
interfacesevidence,11
cqrs/es,11
proven expert,11
java 8demonstrable,11
8demonstrable experience,11
restful webservicesevidence,11
paas services;,11
services; aws,11
control systems;,11
systems; git,11
git preferredevidence,11
development environmentsevidence,11
no-sql data,11
data storesevidence,11
significant scaleevidence,11
drop wizardevidence,11
building serverless,11
serverless applicationsevidence,11
front-end javascript,11
accessible user,11
user interfacesevidence,11
cqrs/es implementation,11
implementation patterns,11
proven expert knowledge,11
java 8demonstrable experience,11
building restful webservicesevidence,11
webservicesevidence of experience,11
preferredevidence of experience,11
cloud paas services;,11
paas services; aws,11
services; aws preferredevidence,11
version control systems;,11
control systems; git,11
systems; git preferredevidence,11
agile development environmentsevidence,11
environmentsevidence of experience,11
experience of interacting,11
sql and no-sql,11
no-sql data storesevidence,11
storesevidence of experience,11
scaleevidence of experience,11
experience of drop,11
